1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138667.605,133035.093,126053.125,123651.24,125470.07199999999,127552.92800000001,122470.466,111938.84199999999,123684.243,123548.564,119551.534,121700.396,116320.90699999999,120108.918,122162.43800000001,123321.21,116724.27699999999,107626.45,111168.772,109485.619
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,929973.202,891975.748,877645.1120000001,865558.68,864110.215,889614.2,862276.715,855364.42,822460.429,829977.7790000001,853662.932,828771.3359999999,823391.8470000001,817711.6640000001,797279.14,805845.252,780627.293,782152.765,721064.212,750697.2390000001,729457.975
40.336999999999996,44.004,47.67100000000001,66.006,84.34100000000001,121.01100000000001,139.346,88.008,121.01100000000001,84.34100000000001,139.346,161.34799999999998,190.68400000000003,179.683,194.351,198.018,198.018,198.018,201.685,363.033,348.365,300.694,348.365,348.365,352.032,359.366,377.70099999999996,388.702,355.699,396.036,377.70099999999996,381.36800000000005,392.369,407.037,403.37,399.70300000000003,407.037,366.7,392.369,421.705,363.033,326.363,407.037,429.039,410.704,421.705,418.038,462.042,498.712,462.042,517.047,473.043
11.001,11.001,11.001,14.668,14.668,14.668,14.668,22.002,22.002,18.335,25.669,25.669,25.669,25.669,29.336,29.336,29.336,25.669,25.669,33.003,36.67,36.67,40.336999999999996,40.336999999999996,44.004,47.67100000000001,47.67100000000001,47.67100000000001,55.005,58.672,58.672,58.672,58.672,62.339,69.673,80.67399999999999,73.34,80.67399999999999,77.007,80.67399999999999,102.676,113.677,102.676,113.677,110.01,113.677,110.01,150.347,128.345,128.345,135.679,124.678
29779.707000000002,31734.217999999997,36926.69,40707.367,43189.926,44337.697,50127.89,49075.460999999996,53325.514,59401.733,62100.645,57062.187000000005,59643.755,59266.054000000004,55078.34,55778.737,60135.133,61847.622,61117.889,62999.06,60369.820999999996,51789.041,53695.880999999994,50175.560999999994,50861.29,60072.794,58903.02099999999,58341.97,55107.676,48785.768,50230.566,60270.812000000005,54322.937999999995,57065.85400000001,61000.545,57172.197,72181.228,61557.929000000004,59552.08,55148.013,51330.666,52918.477,52049.398,55998.757000000005,50600.933,47095.280999999995,54986.665,50256.235,46955.935,44513.712999999996,46570.9,40377.337
1041.428,1030.427,1243.113,1250.447,1749.1589999999999,1547.474,1672.152,1569.476,2350.547,2654.908,3109.616,3523.987,4675.425,5966.209,6417.25,6340.243,6332.909000000001,5614.177,5449.161999999999,6809.619000000001,6457.5869999999995,6167.894,6340.243,7913.3859999999995,7444.01,7293.6630000000005,8181.076999999999,9754.22,9834.894,10366.609,9229.839,10043.913,10923.993,11763.736,12475.133999999998,15885.444,17326.575,18001.303,18397.339,18562.354,19790.799,19816.468,21330.939,21514.289,18309.331000000002,18639.361,19710.125,21301.603,21415.28,20546.201,21363.942000000003,21888.322999999997
6160.56,6065.218000000001,5669.182,5427.16,5650.847,6596.933000000001,8430.433,8441.434000000001,9061.157,11276.025,15075.037,18668.697,28349.577,38312.816,31906.567000000003,32031.245,39170.894,41891.808,62529.684,45621.147000000004,66519.38,46438.888,39269.903,52625.117,71103.13,72786.283,76277.267,84120.98,83948.631,80046.943,78924.841,81220.383,81935.448,82294.814,86500.86300000001,95345.66699999999,97131.496,88195.01699999999,107080.067,92118.707,87930.993,84293.329,90853.59199999999,92533.07800000001,89493.135,107127.73800000001,100919.507,109294.935,111575.80900000001,121374.03300000001,119276.509,121755.401
854114.5771535559,624031.797082772,510458.464792134,507487.4883744071,514373.02938334795,559456.838620203,617292.3514867129,536064.188841342,585646.147322893,706800.5950922021,916133.1681983508,1031104.17693561,1093091.36725548,1145672.55040767,1162706.25898839,1331138.28349439,1394575.70638986,1537999.60720154,1709324.64065012,1751851.12648514,1728252.22621902,1717347.52111974,1854075.74659525,1955782.16020663,2107635.30485743,2278956.61020171,2392235.05958339,2550832.34492637,2736902.0309109,2789703.17221722,2891961.3452661,3074415.44049315,3232312.92418262,3467824.51074151,3679081.45715108,4009799.77597756,4215759.17494598,4273719.04128494,4025186.22936254,4063107.88496128,4213074.29684498,4359013.43550619,4597532.17654362,5490902.59943128,6322402.63310607,6854215.10364236,7484387.88586936,7911755.33455404,8235033.52804509,8955002.5482885,9559083.330464501,10486423.967644
1211359.01817297,1042288.04291797,949564.171517573,992849.626931792,1047114.27915816,1135836.94819136,1231694.7876605,1242864.50473036,1378369.23626052,1610239.86128039,1973618.02810976,2129265.47088975,2266541.03537405,2415310.61049744,2436567.114689,2572845.29566946,2704796.53780611,2906635.07237374,3084388.09303444,3206424.82405854,3197159.1683853,3164668.19573037,3283382.78690524,3382872.71834991,3617725.01766927,3786664.72759156,3917118.04059976,4098256.23278094,4425935.64511967,4563952.75867746,4735384.07348667,4947984.02883628,5177090.69854264,5464334.22384513,5777698.54938198,6144902.49737491,6438100.60112686,6554233.41942927,6202365.02254118,6328029.83740214,6562611.25155007,6697631.58661117,6988503.88171238,7895197.94264887,8781945.02774449,9282505.15957307,9926740.74990449,10405104.9641614,10698784.469235,11299717.8421948,12023440.4986598,13002801.4256033
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1663170.66230139,1502544.38186838,1324228.77195743,1291565.09523657,1244075.78518737,1144399.33065981,1131076.08918623,1103278.02669557,1128006.48146264,1139396.44204695,1153722.54914948,1213349.20253308,1235736.36644017,1245051.95857524,1315887.86413543,1363214.64179971,1369878.20491917,1239724.95934358,1342906.99092126,1400689.81314853
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7591576.46089827,7229270.28023955,6782535.52515866,6724549.75651567,6773406.73534909,6517534.95864348,6503574.77053578,6459041.25533614,6516397.97969639,6611124.14802652,6593362.99146462,6777248.178782,6808649.40316552,6812799.92825394,6978670.17337081,6969558.4824216,6955015.1793556,6402608.37868056,6771582.26060869,6735121.17150786
1763.8270000000002,1646.483,1565.809,1796.83,2145.195,2277.2070000000003,2420.22,2592.569,3116.95,3593.66,4283.056,4224.384,4594.751,5262.145,6090.887,7363.335999999999,8111.404,7484.347,10425.280999999999,12167.106000000002,13443.222,16692.183999999997,19288.42,19556.111,21257.599,19431.433,15276.722,15115.374,17271.57,20267.509,16835.197,16486.832,22302.694,24187.532000000003,13637.573,22812.407000000003,23890.505,18276.328,22229.354,21272.267000000003,20942.237,23446.798,24689.911,26523.411,28657.605,29908.052000000003,28859.29,31308.846,29827.377999999997,34601.812000000005,34249.78,35727.581
16054.126,17088.22,18595.357,21554.626,25522.32,27641.846,26563.748,19677.122,22904.082000000002,19695.457,21686.638,23047.095,25511.319,23795.162999999997,26123.708,31099.827,34495.469,37865.442,39313.907,42947.904,45239.779,50978.634000000005,56523.138,57091.523,63838.803,63937.812000000005,74564.77799999999,74810.467,74531.775,72181.228,75943.57,78715.822,81264.387,93156.46800000001,85312.755,95723.368,102030.60800000001,108202.16900000001,122243.112,125393.065,141326.18,125451.737,127193.56199999999,147963.45,150911.718,167207.866,178615.90300000002,193342.575,196796.889,198069.33800000002,204677.272,220790.07
1128460.86943064,1190486.9006998998,1296183.14409724,1423338.0262127,1490743.89729639,1553826.46595584,1615700.69587593,1717790.13921708,1832618.75178026,1948005.99330836,2129906.51398706,2219372.15713157,2371902.15277363,2546643.72182566,2531427.15458526,2389851.14429902,2621967.55128186,2546188.31777816,2658284.50605635,2788621.14445033,2736528.9934705,2573603.64143755,2459843.71037251,2394550.9140692,2391654.54432712,2416301.01137772,2368107.11904448,2422494.50642369,2416975.00936801,2591552.63296295,2567009.39082978,2646832.61227526,2578561.06,2525847.935,2513578.153,2557347.465,2624387.559,2590874.846,2643554.9680000003,2614908.364,2630782.807,2696931.82,2694933.305,2742255.94,2763971.914,2746340.978,2733810.8389999997,2705567.605,2645795.505,2452163.2369999997,2494689.4359999998,2403351.8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.687,293.36,341.031,528.048,590.387,619.7230000000001,608.722,630.724,605.055,726.066,770.07,766.403,561.0509999999999,579.386,414.371,513.38,513.38,520.714
48928.780999999995,53677.545999999995,60054.459,58822.347,64410.855,71117.798,77729.399,86519.198,97157.165,96882.14,116929.629,128682.364,145026.18300000002,155367.12300000002,173152.073,181644.845,198443.372,195663.78600000002,200493.225,203745.854,215003.544,207288.176,209906.414,204867.956,198953.085,201233.95899999997,190467.647,190878.35100000002,199033.759,226671.938,218597.204,225634.177,233921.59699999998,219253.59699999998,233404.55,241611.296,233305.54100000003,252073.247,261541.44100000002,282355.333,294434.43100000004,297830.07300000003,314518.59,321097.188,339428.521,353462.13,350037.152,358236.564,329281.932,288237.201,270881.29,270675.938
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22995.757,18782.374,18327.666,16827.863,18811.71,18353.335,16508.834,15287.723,15181.38,15595.751,14935.691,17051.55,17216.565,16780.192,16189.805,18844.713,17491.59,14745.007,18338.667,18650.362
352.032,341.031,396.036,421.705,407.037,645.3919999999999,825.075,1074.431,1727.1570000000002,1668.485,1653.817,1851.835,1408.128,1752.826,1738.158,1210.11,1177.107,1048.762,1371.4579999999999,1848.168,1822.499,1866.503,1481.4679999999998,1844.501,1664.818,1815.165,2214.868,2581.5679999999998,2673.243,2827.257,3017.941,2984.938,2966.603,3028.942,2948.268,2145.195,3744.007,4272.055,5023.79,5064.127,5819.529,4308.725,4481.0740000000005,4946.782999999999,5243.81,5053.126,5419.826,5914.871,6369.579000000001,6560.263000000001,6618.935,7543.019
2359869.70113928,2446230.5364822997,2587557.24067747,2763983.13296007,2879925.78845849,2977352.53123583,3066425.29318952,3135859.96589357,3317585.02511655,3521010.69248655,3753877.90794587,3847190.00345186,3999961.8691859003,4204385.0268035,4143351.09227845,4065791.03026582,4332074.16901975,4316410.4549754,4458080.04644318,4648185.06279835,4518885.38945315,4266509.96628685,4172402.99573981,4112465.26143478,4084904.39808312,4189999.34713888,4180060.81149482,4259485.97246,4203486.24652831,4323777.33607487,4081646.9689932996,4109997.51212431,3988390.548,3933623.903,3881603.841,3938578.02,4048646.692,3954910.838,3966648.905,3892597.5069999998,3905197.3189999997,3991459.827,3960649.693,4041349.3619999997,4051693.9689999996,4034924.778,4053036.091,4004275.992,3920180.6810000003,3613942.1769999997,3709379.519,3574100.222
33028.9125894136,32574.3662205769,35414.5188756238,36308.9350847532,37692.00795448,50900.8412522514,63926.1654332955,71243.591462799,97466.279621819,104244.647620936,103009.784189625,102413.37956026099,95080.6611043634,99091.0999261759,97236.89322590992,101201.45476854099,128788.99198322,126414.84278556,127305.62662300699,154442.03725906598,147063.44152398698,139547.213951362,138958.455535195,154564.376670217,161002.488182069,171351.63774417198,179789.234007033,191335.015934462,215458.81857091305,218788.744418195,196813.527690094,204140.572775482,219448.249127585,222004.723956429,242782.641810215,245512.72473420895,241857.467021745,245767.39432893,258330.11808394198,263480.797445563,267442.858492963,280973.17216469697,274381.480888724,298920.571426383,329346.50850900897,332381.272972341,323713.180371299,300426.769022436,340273.897504129,362982.43601292296,377984.7605835,377757.339659344
15104.373,14939.358,16809.528000000002,19358.093,22852.744,25327.968999999997,29519.35,28617.267999999996,33314.695,37935.115,40395.672,40582.689,44161.681,49387.155999999995,46680.91,46101.524000000005,51279.328,50219.565,51913.719000000005,54333.939000000006,58246.628,51510.349,43083.583,41576.446,42254.84099999999,49665.8479999999,53329.181,57656.240999999995,52185.077000000005,52584.78,51745.037000000004,53699.547999999995,47472.982,50402.915,57223.535,52713.125,61282.904,59933.448,56988.847,55423.038,52427.099,57051.185999999994,61682.607,69130.284,67091.432,54645.634000000005,66200.351,63985.483,56596.477999999996,53167.833,61843.955,54766.645
194.351,168.68200000000002,231.021,242.02200000000002,425.37199999999996,344.69800000000004,322.69599999999997,355.699,396.036,432.70599999999996,520.714,550.05,579.386,630.724,671.061,623.39,484.04400000000004,766.403,711.398,839.743,795.7389999999999,1081.765,839.743,715.065,583.053,579.386,605.055,476.71,553.717,630.724,817.7410000000001,674.7280000000001,722.3989999999999,762.7360000000001,817.7410000000001,869.079,894.748,737.067,704.064,803.073,865.4119999999999,1114.768,836.076,861.745,1133.103,1364.124,1360.457,1202.776,1078.098,847.077,1294.451,1235.779
271218.654,281211.229,298706.48600000003,334019.696,345303.055,351852.31700000004,347235.564,372009.816,384631.63,413259.899,439013.24,462434.369,480729.032,516599.626,499071.36600000004,446919.292,505602.29299999995,480857.37700000004,505858.98299999995,529155.434,505363.93799999997,454700.666,436893.714,422603.415,405342.846,400880.107,385614.386,377491.981,372207.834,390649.177,375632.81200000003,390627.175,365819.92,359861.045,338093.73299999995,349116.735,375280.78,351507.619,381877.713,373461.948,364063.427,381155.314,378929.445,386333.11799999996,388401.30600000004,390550.16799999995,381467.00899999996,374914.08,371734.791,356626.751,357437.158,338805.131
58.672,113.677,117.344,124.678,121.01100000000001,135.679,139.346,168.68200000000002,183.35,212.68599999999998,256.69,260.357,234.688,253.023,300.694,348.365,330.03,407.037,399.70300000000003,480.37699999999995,421.705,440.04,458.375,487.711,498.712,517.047,491.37800000000004,498.712,528.048,579.386,623.39,594.054,605.055,667.3939999999999,586.72,689.3960000000001,608.722,594.054,630.724,638.058,689.3960000000001,762.7360000000001,733.4,748.068,766.403,722.3989999999999,678.395,689.3960000000001,630.724,575.719,630.724,568.385
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.007,80.67399999999999,117.344,135.679,176.016,146.68,146.68,146.68,121.01100000000001,124.678,143.013,121.01100000000001,168.68200000000002,121.01100000000001,128.345
132.012,165.015,88.008,73.34,190.68400000000003,216.35299999999998,381.36800000000005,1012.092,1961.845,1433.797,2082.856,2845.592,2739.2490000000003,5313.483,5452.829000000001,5368.488,5709.519,6314.5740000000005,7561.354,6754.6140000000005,6633.603,6574.931,6556.596,5518.835,5995.545,6318.241,4968.785,4022.699,4334.394,5771.858,4844.107,1477.8010000000002,2130.527,3281.965,3351.638,3857.684,3534.988,3545.989,1631.815,1437.464,1052.4289999999999,1782.162,1778.495,1441.131,1851.835,2174.531,2082.856,1991.181,2057.187,2145.195,2244.2039999999997,2236.87
584299.78,588938.535,593360.937,603822.8879999999,608355.3,622619.93,618564.228,592517.527,606969.174,628857.497,653063.364,660863.073,648486.948,660034.331,617607.1410000001,603643.205,598912.775,604746.9720000001,605084.336,644893.288,579290.6579999999,560819.9789999999,548520.861,545741.275,529335.1170000001,559855.558,568777.369,571868.65,570464.189,581721.879,555902.532,566804.5229999999,556192.225,545561.5920000001,546606.687,537970.902,551124.431,527021.24,531861.68,530871.59,541799.25,545865.953,527087.246,538517.285,539137.0079999999,542492.313,541373.878,528323.025,521513.406,473237.351,492192.07399999996,448235.745
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15335.393999999998,9952.238000000001,6083.553000000001,2302.876,4066.703,4437.07,4961.451,4345.395,4536.079000000001,3769.676,3388.308,3773.343,4323.393,5067.794,6149.559,6420.9169999999995,6417.25,6270.57,6530.927,7931.721
1463.1329999999998,1345.789,1433.797,1723.49,1650.15,1705.155,1441.131,1496.136,1763.8270000000002,1690.487,2625.572,2295.542,2423.887,2475.225,2937.2670000000003,2746.583,2434.888,3003.2729999999997,2970.27,2658.575,2559.5660000000003,3047.277,3043.61,3655.9990000000003,2581.5679999999998,3325.969,3047.277,3285.632,3450.647,3344.304,3931.0240000000003,4044.7009999999996,4096.039000000001,4664.424,5071.460999999999,5427.16,5757.19,6395.2480000000005,6402.581999999999,6549.262,6288.905,6919.629,7422.008000000001,7631.026999999999,7348.668000000001,6992.969,9358.184000000001,9827.56,9138.164,7708.034000000001,10102.585,10080.583
410.704,616.056,660.06,696.73,700.3969999999999,696.73,718.732,726.066,748.068,748.068,792.072,814.074,832.409,803.073,839.743,843.41,887.414,902.082,902.082,946.086,964.421,990.09,982.7560000000001,953.42,979.0889999999999,993.757,997.424,993.757,1026.76,1045.095,1056.096,1074.431,1074.431,1103.767,1228.445,1250.447,1272.4489999999998,1279.7830000000001,1243.113,1272.4489999999998,1279.7830000000001,1298.118,1323.787,1342.122,1342.122,1180.774,1180.774,1210.11,1998.515,2108.525,2486.226,2596.236
18.335,22.002,25.669,29.336,29.336,29.336,33.003,33.003,36.67,47.67100000000001,47.67100000000001,55.005,66.006,62.339,62.339,99.009,99.009,113.677,139.346,146.68,157.681,157.681,161.34799999999998,161.34799999999998,172.34900000000002,172.34900000000002,161.34799999999998,179.683,183.35,179.683,190.68400000000003,198.018,198.018,209.019,209.019,216.35299999999998,216.35299999999998,216.35299999999998,234.688,256.69,275.025,282.35900000000004,315.362,315.362,322.69599999999997,322.69599999999997,337.36400000000003,396.036,410.704,436.37300000000005,473.043,421.705
18.335,29.336,40.336999999999996,47.67100000000001,58.672,66.006,66.006,47.67100000000001,62.339,58.672,69.673,73.34,66.006,110.01,102.676,113.677,95.34200000000001,102.676,102.676,110.01,146.68,143.013,143.013,143.013,161.34799999999998,172.34900000000002,183.35,194.351,216.35299999999998,231.021,253.023,256.69,260.357,278.692,278.692,282.35900000000004,286.026,264.024,172.34900000000002,194.351,146.68,150.347,154.014,194.351,201.685,212.68599999999998,216.35299999999998,231.021,227.354,234.688,238.355,245.68900000000002
22.002,22.002,22.002,25.669,25.669,29.336,25.669,25.669,29.336,44.004,36.67,66.006,88.008,29.336,51.338,62.339,62.339,62.339,69.673,62.339,58.672,69.673,73.34,62.339,80.67399999999999,66.006,80.67399999999999,99.009,106.34299999999999,117.344,121.01100000000001,201.685,216.35299999999998,102.676,36.67,132.012,117.344,293.36,168.68200000000002,473.043,454.708,3094.948,4979.786,6017.547,5218.141,4712.095,4752.432,4796.436,4503.076,4620.42,4679.092000000001,6688.608
9405.855,9823.893,10164.924,12258.781,13223.202,17025.881,18650.362,19534.109,22321.029,25474.648999999998,24165.53,27814.195,31572.87,37256.72,36218.959,38873.867,42911.234000000004,46999.939000000006,48081.704000000005,51293.996,51429.675,50721.944,52148.407,55544.049000000006,57054.852999999996,60600.842000000004,59130.375,63472.102999999996,67989.84700000001,74183.41,74278.75200000001,74062.399,75499.863,75712.549,77909.082,78781.828,80241.29400000001,83717.61,87751.31,86636.54199999999,91616.32800000001,93805.52699999999,93669.84800000001,95738.036,97149.83099999999,98675.30300000001,97285.51,98246.26400000001,97809.891,94901.96,86717.216,84047.64
22.002,18.335,25.669,14.668,22.002,22.002,29.336,36.67,40.336999999999996,47.67100000000001,44.004,47.67100000000001,47.67100000000001,55.005,36.67,47.67100000000001,47.67100000000001,47.67100000000001,51.338,47.67100000000001,47.67100000000001,58.672,62.339,62.339,62.339,62.339,66.006,73.34,95.34200000000001,102.676,110.01,113.677,121.01100000000001,124.678,143.013,154.014,157.681,172.34900000000002,176.016,194.351,190.68400000000003,194.351,205.352,216.35299999999998,205.352,216.35299999999998,231.021,238.355,260.357,253.023,260.357,253.023
223.687,293.36,264.024,330.03,315.362,344.69800000000004,388.702,418.038,542.716,407.037,381.36800000000005,469.376,553.717,557.384,557.384,506.046,220.02,722.3989999999999,392.369,572.052,564.7180000000001,528.048,517.047,363.033,568.385,509.713,326.363,234.688,546.383,473.043,557.384,550.05,484.04400000000004,502.379,506.046,506.046,517.047,524.381,531.715,542.716,531.715,539.049,539.049,531.715,583.053,608.722,627.057,638.058,660.06,575.719,663.727,707.7310000000001
1345.789,1408.128,1382.4589999999998,1521.805,1771.161,1976.513,1741.825,1983.8470000000002,2141.528,2280.874,2299.209,2442.222,2709.913,2937.2670000000003,3069.2790000000005,3523.987,3311.301,3813.68,4129.042,4693.76,4510.41,3967.6940000000004,3626.663,3179.289,3421.3109999999997,3523.987,3700.0029999999997,3993.363,4125.375,4246.3859999999995,5086.129,5053.126,6017.547,5658.181,6838.955,7165.318,6651.938,7598.024,8753.129,8929.145,9915.568000000001,10626.966,11096.341999999999,10502.288,11620.723,12453.132,12526.472,12636.482,11441.04,12467.8,11367.7,11257.69
660.06,737.067,678.395,616.056,649.059,1078.098,1180.774,1323.787,1331.121,1367.7910000000002,1580.477,1499.8029999999999,1562.142,1804.164,1554.808,1826.1660000000002,1752.826,1899.506,2057.187,1521.805,1789.496,1800.497,1404.461,1246.78,1404.461,1419.129,1045.095,1309.119,1404.461,1195.442,1140.437,1122.1019999999999,1052.4289999999999,1052.4289999999999,1393.46,1474.134,1529.139,1598.8120000000001,1657.484,1679.486,1609.8129999999999,1595.145,1580.477,1565.809,1628.148,1437.464,1290.7839999999999,1562.142,1558.475,1565.809,1719.8229999999999,1782.162
6832548.96656289,6975252.56155742,7299531.74384019,7699373.73600998,8092892.71305261,8453126.5563207,8817357.6063158,9217169.56138344,9702791.74403688,10332668.8896538,11231800.186484,11446765.3521018,12014046.8168937,12641608.2730366,12364129.100289,11957547.8371944,12594943.7670996,12866893.1502525,13202149.2558117,13575532.5639979,13311654.4636592,12770345.2339229,12303032.3719866,12276896.7895407,12602601.8771031,12747611.1206629,12799094.3746134,13168829.196369,13651949.0431798,13979175.8906254,13765588.6933072,13901726.6304705,14042743.1286385,14089354.6457428,14023171.5840414,14037230.0174844,14349049.6276907,14372270.158763502,14380554.2798522,14601667.5420246,15016616.0066001,14978580.3503682,15069216.8677452,15327237.4697457,15546347.694654,15592612.3425085,15672384.6797887,15770375.4679281,15620508.515902402,14750135.7115071,15363095.4778435,15233607.961504098
2955.6020000000003,3373.64,3685.335,4250.053,4224.384,4807.437,5166.803,6057.884,6204.564,7759.371999999999,8401.097,9160.166,9284.844000000001,9295.845,10678.303999999998,11019.335,12508.136999999999,14231.627,15753.431999999999,15885.444,16662.848,18690.699,19702.791,21015.577,22346.697999999997,23014.092,25698.336,28272.57,29482.68,30348.092,27660.181,28892.292999999998,33428.372,35129.86,31429.857000000004,31620.541,29365.336,30854.138,39233.233,42753.553,40465.345,37971.785,36952.359,40065.642,38415.492,40546.019,38554.837999999996,39962.966,38573.172999999995,36996.363,36288.632000000005,40274.661
616.056,737.067,700.3969999999999,711.398,722.3989999999999,751.735,806.74,876.413,1224.778,1177.107,1389.793,1331.121,1536.473,1510.8039999999999,1558.475,1668.485,1778.495,2002.182,2049.853,1932.509,2057.187,1822.499,1763.8270000000002,2002.182,1987.514,1906.84,1848.168,2174.531,2504.561,2728.248,2592.569,2698.9120000000003,3076.613,2849.259,3336.97,3879.6859999999997,3960.36,4158.378,4649.755999999999,4741.431,5031.124,5713.186,6090.887,6769.281999999999,7367.003000000001,7554.02,7007.637,8778.798,8672.455,7814.3769999999995,8107.736999999999,8412.098
19481.4023207302,20522.2608596829,20556.9561443147,21737.9428925045,23645.6907165034,27623.2991548609,28814.7486870878,31399.27767238,35992.556290563196,39693.4264914993,43033.3024891982,46221.3659415472,47387.7306192358,50842.3917121993,51930.998744708704,51838.4301194953,50490.6309363884,52293.867755545194,54426.648880461515,55289.38846745031,59780.8181628037,58688.5083852858,59991.874628290185,60391.771089212,58603.345250089405,62343.117708710095,55152.3869021345,61235.996951158086,66368.0015329881,70278.1002620015,62480.119274025994,61580.35223695191,63309.5341559379,65090.5545050434,68145.3191370851,73053.7011816193,77796.7289715536,80771.7331728665,77283.6699343545,78080.9415317287,79280.54,81777.767,85298.087,94366.57800000001,100838.83300000001,101220.201,108227.838,116416.24900000001,122004.757,126793.859,139155.316,148711.518
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16772.858,16428.16,16875.534,17612.601000000002,18518.35,19295.754,20417.856,20491.196,19644.119,20714.883,21877.322,23542.14,23047.095,23105.767000000003,23175.44,24400.217999999997,23366.124,21554.626,20890.898999999998,20553.535
286.026,297.027,304.361,249.356,300.694,304.361,304.361,260.357,264.024,315.362,385.035,403.37,392.369,421.705,473.043,484.04400000000004,674.7280000000001,707.7310000000001,755.4019999999999,755.4019999999999,751.735,766.403,825.075,894.748,913.0830000000001,942.419,843.41,913.0830000000001,1023.0930000000001,1037.761,993.757,997.424,909.416,663.727,300.694,902.082,1034.094,1367.7910000000002,1232.112,1331.121,1367.7910000000002,1569.476,1826.1660000000002,1734.491,1987.514,2075.522,2112.192,2390.884,2427.554,2262.5389999999998,2119.526,2211.201
45371.791,48976.452000000005,50560.596,56281.115999999995,62401.33900000001,61293.905,61733.945,58829.681,61154.559,62419.674000000006,70003.03,69280.631,69430.978,73068.642,74102.73599999999,75389.853,80013.94,83204.23,88187.683,86229.505,86860.229,86618.207,86871.23,89137.436,90853.59199999999,86104.82699999999,83537.927,84436.34199999999,78264.781,76090.25,69614.328,66585.386,60388.155999999995,61909.960999999996,58892.02,60369.820999999996,62060.308,60890.535,59163.378,58796.678,55811.74,56955.844000000005,56094.099,59064.369000000006,57458.2229999999,58019.274000000005,57388.55,56035.427,54843.652,48782.100999999995,50747.613,48492.407999999996
21404.279,26024.699,22995.757,22783.071,22394.369,24689.911,23395.46,24561.566000000003,27586.841,33391.702000000005,35822.922999999995,38987.544,43340.273,49134.133,51260.992999999995,53963.572,61810.952000000005,82434.16,93933.87199999999,95096.311,94784.616,100160.43800000001,105407.915,104956.87400000001,112184.531,121245.68800000001,121740.73300000001,123372.54800000001,132162.34699999998,130966.905,149565.929,179730.671,202576.081,218600.871,221413.46,224941.11399999997,253290.69100000002,278658.997,210210.775,241988.997,263418.945,294907.474,306737.216,316792.13,337635.35799999995,341991.75399999996,345119.705,375544.804,412387.153,453105.521,436981.722,563984.6
